Creative_Type,Director,Distributor,IMDB_Rating,IMDB_Votes,MPAA_Rating,Major_Genre,Production_Budget,Release_Date,Rotten_Tomatoes_Rating,Running_Time_min,Source,Title,US_DVD_Sales,US_Gross,Worldwide_Gross
Contemporary Fiction,Kevin Greutert,Lionsgate,6.2,18091.0,R,Horror,11000000.0,23-Oct-09,42.0,91.0,Original Screenplay,Saw VI,8308717.0,27693292.0,61259697.0
Contemporary Fiction,,20th Century Fox,4.6,7736.0,R,Comedy,25000000.0,23-Mar-01,9.0,,Original Screenplay,Say It Isn't So,,5516708.0,5516708.0
Contemporary Fiction,,TLA Releasing,5.7,431.0,R,Comedy,2000000.0,23-Jun-06,,,Original Screenplay,Say Uncle,,5361.0,5361.0
Kids Fiction,Robert Rodriguez,Miramax/Dimension,3.6,5619.0,PG,Adventure,50000000.0,10-Jun-05,20.0,,Original Screenplay,The Adventures of Sharkboy and Lavagirl in 3-D,,39177684.0,69425966.0
Historical Fiction,Gary Ross,Universal,7.4,31033.0,PG-13,Drama,86000000.0,25-Jul-03,77.0,141.0,Based on Book/Short Story,Seabiscuit,,120277854.0,148336445.0
Science Fiction,Richard Linklater,Warner Independent,7.2,41928.0,R,Thriller/Suspense,20000000.0,7-Jul-06,68.0,,Based on Book/Short Story,A Scanner Darkly,,5501616.0,7405084.0
Contemporary Fiction,Keenen Ivory Wayans,Miramax/Dimension,4.7,43941.0,R,Comedy,45000000.0,4-Jul-01,14.0,82.0,Original Screenplay,Scary Movie 2,,71277420.0,141189101.0
Contemporary Fiction,David Zucker,Miramax/Dimension,5.4,42829.0,PG-13,Comedy,45000000.0,24-Oct-03,37.0,84.0,Original Screenplay,Scary Movie 3,,110000082.0,155200000.0
Contemporary Fiction,David Zucker,Weinstein/Dimension,5.0,39542.0,PG-13,Comedy,40000000.0,14-Apr-06,37.0,,Original Screenplay,Scary Movie 4,22401247.0,90710620.0,178710620.0
Kids Fiction,Raja Gosnell,Warner Bros.,4.8,10749.0,PG,Comedy,25000000.0,26-Mar-04,,93.0,Based on TV,Scooby-Doo 2: Monsters Unleashed,,84185387.0,181185387.0
Kids Fiction,Raja Gosnell,Warner Bros.,4.7,26018.0,PG,Comedy,84000000.0,14-Jun-02,28.0,86.0,Based on TV,Scooby-Doo,,153294164.0,276294164.0
Contemporary Fiction,Alexander Payne,New Line,7.3,53760.0,R,Drama,30000000.0,13-Dec-02,85.0,125.0,Based on Book/Short Story,About Schmidt,,65005217.0,105823486.0
Contemporary Fiction,Richard Linklater,Paramount Pictures,7.2,63188.0,PG-13,Comedy,20000000.0,3-Oct-03,,108.0,Original Screenplay,The School of Rock,,81261177.0,131161177.0
Contemporary Fiction,Todd Phillips,MGM,6.0,15536.0,PG-13,Comedy,20000000.0,29-Sep-06,26.0,101.0,Remake,School for Scoundrels,13739501.0,17807569.0,17807569.0
Contemporary Fiction,Woody Allen,Focus/Rogue Pictures,6.8,30336.0,PG-13,Romantic Comedy,4000000.0,28-Jul-06,39.0,,Original Screenplay,Scoop,,10525717.0,39125717.0
Contemporary Fiction,Frank Oz,Paramount Pictures,6.8,42616.0,R,Thriller/Suspense,68000000.0,13-Jul-01,74.0,124.0,Original Screenplay,The Score,,71069884.0,113542091.0
Contemporary Fiction,Wes Craven,Miramax,2.9,217.0,R,Horror,15000000.0,20-Dec-96,81.0,110.0,Original Screenplay,Scream,,103046663.0,173046663.0
Contemporary Fiction,Wes Craven,Miramax,5.9,48196.0,R,Horror,24000000.0,12-Dec-97,80.0,120.0,Original Screenplay,Scream 2,,101363301.0,101363301.0
Contemporary Fiction,Wes Craven,Miramax,5.3,38230.0,R,Horror,40000000.0,4-Feb-00,38.0,118.0,Original Screenplay,Scream 3,,89138076.0,161838076.0
Fantasy,Chuck Russell,Universal,5.3,30359.0,PG-13,Action,60000000.0,19-Apr-02,40.0,91.0,Spin-Off,The Scorpion King,,90580000.0,164529000.0
,,Magnolia Pictures,,,R,Horror,4200000.0,28-May-10,,,,George A. Romero's Survival of the Dead,943385.0,101740.0,101740.0
Fantasy,Matthew Vaughn,Paramount Pictures,7.9,87883.0,PG-13,Adventure,70000000.0,10-Aug-07,76.0,128.0,Based on Book/Short Story,Stardust,25129402.0,38634938.0,135556675.0
Dramatization,,Fine Line,7.2,466.0,PG-13,Drama,13300000.0,17-Dec-04,,,Based on Real Life Events,Mar adentro,,2086345.0,39686345.0
Dramatization,,Warner Bros.,6.3,7996.0,PG,Drama,20000000.0,21-Mar-97,63.0,127.0,Based on Real Life Events,Selena,,35450113.0,35450113.0
Contemporary Fiction,,20th Century Fox,6.1,23567.0,PG-13,Thriller/Suspense,60000000.0,21-Apr-06,33.0,,Based on Book/Short Story,The Sentinel,17497571.0,36280697.0,77280697.0
Historical Fiction,,Black Diamond Pictures,5.5,1823.0,R,Western,10100000.0,24-Aug-07,13.0,110.0,Original Screenplay,September Dawn,,901857.0,901857.0
Contemporary Fiction,,Sony Pictures,2.6,17830.0,PG-13,Drama,8000000.0,30-Jan-04,16.0,95.0,Original Screenplay,You Got Served,,40066497.0,48066497.0
Contemporary Fiction,,Paramount Pictures,5.0,7973.0,PG-13,Romantic Comedy,29000000.0,23-Aug-02,5.0,,Original Screenplay,Serving Sara,,16930185.0,20146150.0
,Brad Anderson,,6.8,14685.0,R,,1500000.0,10-Aug-01,60.0,,,Session 9,,378176.0,1619602.0
Dramatization,Jean-Jacques Annaud,Sony Pictures,6.7,29020.0,PG-13,Drama,70000000.0,10-Oct-97,59.0,139.0,Based on Real Life Events,Seven Years in Tibet,,37945884.0,131445884.0
Contemporary Fiction,,Warner Bros.,5.4,46837.0,R,Comedy,57500000.0,30-May-08,49.0,,Based on TV,Sex and the City,85061666.0,152647258.0,416047258.0
Contemporary Fiction,Dominic Sena,Warner Bros.,6.3,57952.0,R,Action,80000000.0,8-Jun-01,25.0,99.0,Original Screenplay,Swordfish,,69772969.0,147080413.0
Contemporary Fiction,Nancy Meyers,Sony Pictures,6.8,36303.0,PG-13,Romantic Comedy,80000000.0,12-Dec-03,70.0,128.0,Original Screenplay,Something's Gotta Give,,124685242.0,266685242.0
,,October Films,5.6,566.0,R,Comedy,250000.0,17-Sep-99,67.0,,,Sugar Town,,178095.0,178095.0
,,,6.3,950.0,R,,6800000.0,9-Apr-04,,,,Shade,,22183.0,22183.0
Historical Fiction,E. Elias Merhige,Lionsgate,6.8,18221.0,R,Drama,8000000.0,29-Dec-00,81.0,,Original Screenplay,Shadow of the Vampire,,8279017.0,8279017.0
Contemporary Fiction,John Singleton,Paramount Pictures,5.9,32881.0,R,Action,53012938.0,16-Jun-00,68.0,99.0,Remake,Shaft,,70327868.0,107190108.0
Fantasy,Brian Robbins,Walt Disney Pictures,4.1,6116.0,PG,Comedy,60000000.0,10-Mar-06,27.0,,Remake,The Shaggy Dog,28587103.0,61123569.0,87123569.0
Contemporary Fiction,Keenen Ivory Wayans,Miramax/Dimension,6.0,68541.0,R,Comedy,19000000.0,7-Jul-00,53.0,88.0,Original Screenplay,Scary Movie,,157019771.0,277200000.0
Fantasy,Edgar Wright,Focus/Rogue Pictures,8.0,134693.0,R,Comedy,5000000.0,24-Sep-04,91.0,,Original Screenplay,Shaun of the Dead,,13542874.0,29629128.0
Contemporary Fiction,,ThinkFilm,6.7,14276.0,Not Rated,Comedy,2000000.0,4-Oct-06,66.0,,Original Screenplay,Shortbus,,1985292.0,1985292.0
Contemporary Fiction,,Miramax,5.4,28498.0,PG-13,Romantic Comedy,10000000.0,29-Jan-99,38.0,91.0,Original Screenplay,She's All That,,63465522.0,63465522.0
Contemporary Fiction,Andy Fickman,Paramount Pictures,6.4,26513.0,PG-13,Romantic Comedy,25000000.0,17-Mar-06,44.0,,Based on Play,She's the Man,33340509.0,33889159.0,56889159.0
Contemporary Fiction,,IFC Films,6.7,6372.0,R,Drama,2000000.0,8-Sep-06,74.0,,Original Screenplay,Sherrybaby,,199176.0,622806.0
Contemporary Fiction,Bobby Farrelly,20th Century Fox,6.0,35878.0,PG-13,Romantic Comedy,40000000.0,9-Nov-01,50.0,113.0,Original Screenplay,Shallow Hal,,70836296.0,70836296.0
Contemporary Fiction,Christophe Gans,Sony Pictures,6.5,65485.0,R,Horror,50000000.0,21-Apr-06,29.0,,Based on Game,Silent Hill,22104517.0,46982632.0,99982632.0
Historical Fiction,Martin Scorsese,Paramount Pictures,8.0,105706.0,R,Thriller/Suspense,80000000.0,19-Feb-10,67.0,,Based on Book/Short Story,Shutter Island,22083616.0,128012934.0,294512934.0
Historical Fiction,John Madden,Miramax,7.4,77911.0,R,Romantic Comedy,26000000.0,11-Dec-98,93.0,122.0,Original Screenplay,Shakespeare in Love,,100317794.0,279500000.0
Factual,,ThinkFilm,8.0,2974.0,PG,Documentary,2000000.0,7-Sep-07,94.0,100.0,Based on Real Life Events,In the Shadow of the Moon,,1134358.0,1134358.0
Historical Fiction,Guy Ritchie,Warner Bros.,7.5,91555.0,PG-13,Adventure,80000000.0,25-Dec-09,69.0,,Based on Book/Short Story,Sherlock Holmes,42276167.0,209028679.0,518249844.0
Contemporary Fiction,,Paramount Pictures,6.7,17449.0,,Romantic Comedy,20000000.0,12-Mar-10,57.0,,Original Screenplay,She's Out of My League,7889235.0,31628317.0,49219151.0
Contemporary Fiction,Antoine Fuqua,Paramount Pictures,7.2,149.0,R,Thriller/Suspense,60000000.0,23-Mar-07,48.0,125.0,Based on Book/Short Story,Shooter,57333255.0,47003582.0,95203582.0
Kids Fiction,Andrew Adamson,Dreamworks SKG,8.0,163855.0,PG,Adventure,50000000.0,18-May-01,89.0,90.0,Based on Book/Short Story,Shrek,,267655011.0,484399218.0
Kids Fiction,Andrew Adamson,Dreamworks SKG,7.5,95658.0,PG,Adventure,70000000.0,19-May-04,89.0,92.0,Based on Book/Short Story,Shrek 2,,441226247.0,919838758.0
Kids Fiction,,Paramount Pictures,6.1,59778.0,PG,Adventure,160000000.0,18-May-07,41.0,92.0,Based on Book/Short Story,Shrek the Third,176400340.0,322719944.0,798958162.0
Kids Fiction,,Paramount Pictures,6.7,12193.0,PG,Adventure,165000000.0,21-May-10,,93.0,Based on Book/Short Story,Shrek Forever After,,238395990.0,729395990.0
Kids Fiction,Rob Letterman,Dreamworks SKG,5.9,40019.0,PG,Adventure,75000000.0,1-Oct-04,35.0,90.0,Original Screenplay,Shark Tale,,160861908.0,367275019.0
Dramatization,,Lionsgate,7.4,14575.0,PG-13,Drama,6000000.0,31-Oct-03,91.0,,Based on Real Life Events,Shattered Glass,,2207975.0,2932719.0
Contemporary Fiction,,Sony Pictures,4.7,6899.0,PG-13,Comedy,25000000.0,13-Sep-02,8.0,,Original Screenplay,Stealing Harvard,,13973532.0,13973532.0
Contemporary Fiction,Tom Dey,Warner Bros.,5.3,22128.0,PG-13,Comedy,85000000.0,15-Mar-02,24.0,95.0,Original Screenplay,Showtime,,37948765.0,78948765.0
Factual,Michael Moore,Lionsgate,8.2,40886.0,PG-13,Documentary,9000000.0,22-Jun-07,93.0,,Based on Real Life Events,Sicko,17438209.0,24538513.0,33538513.0
Contemporary Fiction,Edward Zwick,20th Century Fox,,,R,Action,70000000.0,6-Nov-98,44.0,116.0,Original Screenplay,The Siege,,40934175.0,116625798.0
Science Fiction,M. Night Shyamalan,Walt Disney Pictures,6.9,111561.0,PG-13,Thriller/Suspense,70702619.0,2-Aug-02,74.0,106.0,Original Screenplay,Signs,,227965690.0,408265690.0
Contemporary Fiction,Mark Steven Johnson,Walt Disney Pictures,6.7,11371.0,PG,Drama,20000000.0,11-Sep-98,44.0,110.0,Based on Book/Short Story,Simon Birch,,18253415.0,18253415.0
Fantasy,Michael Ritchie,Universal,4.9,1545.0,PG,Comedy,28000000.0,11-Jul-97,27.0,,Original Screenplay,A Simple Wish,,8165213.0,8165213.0
Contemporary Fiction,David Silverman,20th Century Fox,7.6,117656.0,PG-13,Comedy,72500000.0,27-Jul-07,89.0,86.0,Based on TV,The Simpsons Movie,96359085.0,183135014.0,527071022.0
Kids Fiction,Tim Johnson,Dreamworks SKG,6.6,7895.0,PG,Adventure,60000000.0,2-Jul-03,,86.0,Traditional/Legend/Fairytale,Sinbad: Legend of the Seven Seas,,26483452.0,80767884.0
Fantasy,Robert Rodriguez,Miramax/Dimension,8.3,255814.0,R,Action,40000000.0,1-Apr-05,77.0,126.0,Based on Comic/Graphic Novel,Sin City,,74103820.0,158753820.0
Contemporary Fiction,,Paramount Pictures,5.6,4441.0,R,Comedy,8000000.0,24-Oct-03,38.0,,Based on TV,The Singing Detective,,336456.0,524747.0
Contemporary Fiction,M. Night Shyamalan,Walt Disney Pictures,8.2,238745.0,PG-13,Thriller/Suspense,40000000.0,6-Aug-99,85.0,107.0,Original Screenplay,The Sixth Sense,,293506292.0,672806292.0
Factual,Morgan Spurlock,IDP Distribution,7.6,33805.0,PG-13,Documentary,65000.0,7-May-04,,,Based on Real Life Events,Super Size Me,,11529368.0,29529368.0
Contemporary Fiction,Iain Softley,Universal,6.5,29810.0,PG-13,Horror,40000000.0,12-Aug-05,38.0,,Original Screenplay,The Skeleton Key,,47907715.0,92907715.0
Contemporary Fiction,Rob Cohen,Universal,5.3,14903.0,PG-13,Thriller/Suspense,15000000.0,31-Mar-00,8.0,107.0,Original Screenplay,The Skulls,,35007180.0,35007180.0
Super Hero,,Walt Disney Pictures,6.6,20923.0,PG,Adventure,60000000.0,29-Jul-05,73.0,102.0,Original Screenplay,Sky High,,63939454.0,81627454.0
Contemporary Fiction,,Sony Pictures,4.9,7934.0,R,Comedy,11000000.0,1-Feb-02,11.0,,Original Screenplay,Slackers,,4814244.0,4814244.0
Contemporary Fiction,Brian Robbins,Warner Bros.,,,PG-13,Comedy,24000000.0,7-Apr-00,25.0,,Original Screenplay,Ready to Rumble,,12372410.0,12372410.0
Science Fiction,Paul Anderson,Warner Bros.,,,R,Action,75000000.0,23-Oct-98,,,Original Screenplay,Soldier,,14623082.0,14623082.0
Historical Fiction,Tim Burton,Paramount Pictures,7.5,107511.0,R,Horror,70000000.0,19-Nov-99,68.0,105.0,Based on Book/Short Story,Sleepy Hollow,,101068340.0,207068340.0
Contemporary Fiction,Paul McGuigan,MGM,7.8,91145.0,R,Thriller/Suspense,27000000.0,7-Apr-06,51.0,,Original Screenplay,Lucky Number Slevin,26858545.0,22495466.0,55495466.0
Historical Fiction,,Fox Searchlight,7.0,7077.0,PG-13,Drama,11000000.0,17-Oct-08,57.0,110.0,Based on Book/Short Story,The Secret Life of Bees,17077991.0,37766350.0,39612166.0
Contemporary Fiction,Ridley Scott,MGM,6.4,74862.0,R,Horror,87000000.0,9-Feb-01,39.0,131.0,Based on Book/Short Story,Hannibal,,165092266.0,350100280.0
Contemporary Fiction,Richard Kelly,Samuel Goldwyn Films,5.6,20172.0,R,Musical,17000000.0,14-Nov-07,,,Original Screenplay,Southland Tales,,275380.0,364607.0
Contemporary Fiction,,Lionsgate,5.9,2318.0,R,Thriller/Suspense,15500000.0,13-Apr-07,12.0,93.0,Original Screenplay,Slow Burn,893953.0,1237615.0,1237615.0
Contemporary Fiction,,MGM,4.6,4774.0,PG,Comedy,10000000.0,9-Jul-04,15.0,,Original Screenplay,Sleepover,,9408183.0,9408183.0
,,Fine Line,5.0,1913.0,PG,Drama,24000000.0,10-Jun-05,4.0,,Based on Book/Short Story,The Bridge of San Luis Rey,,49981.0,1696765.0
Science Fiction,,Universal,6.6,26101.0,R,Horror,15250000.0,31-Mar-06,85.0,,Original Screenplay,Slither,7475776.0,7802450.0,12834936.0
Contemporary Fiction,Danny Boyle,Fox Searchlight,8.3,176325.0,R,Drama,14000000.0,12-Nov-08,94.0,116.0,Original Screenplay,Slumdog Millionaire,31952272.0,141319928.0,365257315.0
Dramatization,Tamara Jenkins,Fox Searchlight,6.4,5821.0,R,Comedy,5000000.0,14-Aug-98,79.0,,Based on Real Life Events,Slums of Beverly Hills,,5502773.0,5502773.0
Kids Fiction,Joe Dante,Dreamworks SKG,5.9,20571.0,PG-13,Comedy,40000000.0,10-Jul-98,46.0,110.0,Original Screenplay,Small Soldiers,,55143823.0,71743823.0
Contemporary Fiction,Doug Liman,20th Century Fox,4.7,189.0,PG-13,Action,110000000.0,10-Jun-05,,112.0,Original Screenplay,Mr. And Mrs. Smith,,186336279.0,478336279.0
Contemporary Fiction,Joe Carnahan,Universal,6.6,57313.0,R,Comedy,17000000.0,26-Jan-07,28.0,108.0,Original Screenplay,Smokin' Aces,35817034.0,35662731.0,56047261.0
Contemporary Fiction,Tony Goldwyn,20th Century Fox,5.8,10073.0,PG-13,Romantic Comedy,23000000.0,30-Mar-01,41.0,97.0,Based on Book/Short Story,Someone Like You,,27338033.0,38684906.0
Contemporary Fiction,Danny De Vito,Warner Bros.,6.2,22379.0,R,Black Comedy,50000000.0,29-Mar-02,42.0,,Original Screenplay,Death to Smoochy,,8355815.0,8374062.0
Contemporary Fiction,,20th Century Fox,4.8,6927.0,PG-13,Romantic Comedy,6000000.0,5-Feb-99,14.0,,Original Screenplay,Simply Irresistible,,4398989.0,4398989.0
Contemporary Fiction,,Warner Bros.,4.6,6848.0,PG-13,Comedy,17000000.0,24-Aug-01,7.0,,Original Screenplay,Summer Catch,,19693891.0,19693891.0
Contemporary Fiction,Bobby Farrelly,20th Century Fox,7.2,96443.0,R,Romantic Comedy,22000000.0,15-Jul-98,83.0,119.0,Original Screenplay,There's Something About Mary,,176484651.0,360099999.0
Contemporary Fiction,Brian De Palma,Paramount Pictures,5.8,29321.0,R,Thriller/Suspense,73000000.0,7-Aug-98,41.0,99.0,Original Screenplay,Snake Eyes,,55591409.0,103891409.0
Contemporary Fiction,David R. Ellis,New Line,6.0,65841.0,R,Thriller/Suspense,33000000.0,18-Aug-06,68.0,105.0,Original Screenplay,Snakes on a Plane,23704179.0,34020814.0,62020814.0
Kids Fiction,Brad Silberling,Paramount Pictures,6.9,51614.0,PG,Comedy,100000000.0,17-Dec-04,71.0,108.0,Based on Book/Short Story,Lemony Snicket's A Series of Unfortunate Events,,118627117.0,201627117.0
Contemporary Fiction,,Dreamworks SKG,7.8,29777.0,R,Drama,16500000.0,19-Dec-03,75.0,,Based on Book/Short Story,House of Sand and Fog,,13005485.0,16157923.0
Science Fiction,Peter Hyams,Warner Bros.,4.1,9915.0,PG-13,Action,80000000.0,2-Sep-05,6.0,,Based on Book/Short Story,A Sound of Thunder,,1900451.0,6300451.0
Contemporary Fiction,,Lionsgate,5.0,10035.0,R,Horror,8000000.0,19-May-06,9.0,,Original Screenplay,See No Evil,45391536.0,15032800.0,15387513.0
Contemporary Fiction,Lasse Hallstrom,Miramax,6.7,17338.0,R,Drama,35000000.0,25-Dec-01,55.0,,Based on Book/Short Story,The Shipping News,,11405825.0,24405825.0
Historical Fiction,David Dobkin,Walt Disney Pictures,6.2,24893.0,PG-13,Adventure,50000000.0,7-Feb-03,66.0,114.0,Original Screenplay,Shanghai Knights,,60470220.0,60470220.0
Historical Fiction,Tom Dey,Walt Disney Pictures,6.6,32446.0,PG-13,Western,55000000.0,26-May-00,78.0,110.0,Original Screenplay,Shanghai Noon,,56932305.0,71189835.0
Kids Fiction,Brian Levant,Walt Disney Pictures,4.9,7561.0,PG,Comedy,32000000.0,18-Jan-02,23.0,99.0,Based on Book/Short Story,Snow Dogs,,81150692.0,115010692.0
Contemporary Fiction,,Universal,6.7,8444.0,PG-13,Drama,36000000.0,24-Dec-99,40.0,,Based on Book/Short Story,Snow Falling on Cedars,,14378353.0,14378353.0
Science Fiction,Danny Boyle,Fox Searchlight,7.3,74535.0,R,Thriller/Suspense,40000000.0,20-Jul-07,74.0,108.0,Original Screenplay,Sunshine,6342481.0,3688560.0,32030610.0
Contemporary Fiction,Guy Ritchie,Sony Pictures,8.2,173919.0,R,Black Comedy,10000000.0,8-Dec-00,,103.0,Original Screenplay,Snatch,,30093107.0,83593107.0
Contemporary Fiction,,Paramount Pictures,4.4,4611.0,PG,Comedy,13000000.0,11-Feb-00,26.0,89.0,Original Screenplay,Snow Day,,60008303.0,62452927.0
Contemporary Fiction,,Walt Disney Pictures,5.1,7392.0,R,Comedy,12000000.0,22-Mar-02,13.0,,Original Screenplay,Sorority Boys,,10198766.0,12516222.0
Science Fiction,Steven Soderbergh,20th Century Fox,6.2,33151.0,PG-13,Drama,47000000.0,27-Nov-02,65.0,,Remake,Solaris,,14970038.0,14970038.0
,,Anchor Bay Entertainment,6.7,1936.0,R,Drama,12500000.0,21-May-10,,,,Solitary Man,,4354546.0,4354546.0
Dramatization,Joe Wright,Paramount Pictures,6.7,14257.0,PG-13,Drama,60000000.0,24-Apr-09,,117.0,Based on Real Life Events,The Soloist,10310814.0,31720158.0,38286958.0
Historical Fiction,,Lionsgate,6.9,1997.0,PG-13,Drama,1800000.0,15-Jun-01,,,Original Screenplay,Songcatcher,,3050934.0,3050934.0
,,,5.7,1941.0,R,,4000000.0,27-Dec-02,23.0,,,Sonny,,17639.0,17639.0
Factual,,Sony Pictures Classics,7.5,1640.0,R,Documentary,5000000.0,25-Apr-08,80.0,,Based on Real Life Events,Standard Operating Procedure,,228830.0,228830.0
Fantasy,,Walt Disney Pictures,6.4,9108.0,PG,Adventure,160000000.0,14-Jul-10,42.0,110.0,Based on Short Film,The Sorcerer's Apprentice,,62492818.0,200092818.0
Contemporary Fiction,,20th Century Fox,6.4,2636.0,R,Comedy,7500000.0,26-Sep-97,80.0,114.0,Original Screenplay,Soul Food,,43492389.0,43492389.0
Contemporary Fiction,,MGM,3.7,9143.0,R,Comedy,16000000.0,28-May-04,19.0,,Original Screenplay,Soul Plane,,13922211.0,14553807.0
Contemporary Fiction,Trey Parker,Paramount Pictures,,,R,Comedy,21000000.0,30-Jun-99,80.0,80.0,Based on TV,"South Park: Bigger, Longer & Uncut",,52037603.0,52037603.0
Kids Fiction,Joe Pytka,Warner Bros.,5.6,29293.0,PG,Comedy,80000000.0,15-Nov-96,36.0,87.0,Original Screenplay,Space Jam,,90463534.0,250200000.0
Contemporary Fiction,James L. Brooks,Sony Pictures,6.7,30660.0,PG-13,Comedy,75000000.0,17-Dec-04,52.0,103.0,Original Screenplay,Spanglish,,42044321.0,54344321.0
Contemporary Fiction,,New Line,4.8,21366.0,PG-13,Action,40000000.0,31-Jul-97,20.0,97.0,Based on Comic/Graphic Novel,Spawn,,54979992.0,87949859.0
Contemporary Fiction,Greg Mottola,Sony Pictures,7.8,134212.0,R,Comedy,17500000.0,17-Aug-07,87.0,112.0,Original Screenplay,Superbad,134555373.0,121463226.0,169863226.0
Kids Fiction,,Paramount Pictures,,,PG,Adventure,30000000.0,19-Nov-04,,90.0,Based on TV,SpongeBob SquarePants,,85416609.0,140416609.0
Kids Fiction,,20th Century Fox,4.5,4324.0,G,Adventure,37000000.0,18-Jul-08,36.0,,Original Screenplay,Space Chimps,13349286.0,30105968.0,59517784.0
Science Fiction,Clint Eastwood,Warner Bros.,6.3,29983.0,PG-13,Adventure,65000000.0,4-Aug-00,79.0,130.0,Original Screenplay,Space Cowboys,,90454043.0,128874043.0
Contemporary Fiction,David Cronenberg,Sony Pictures Classics,7.8,560.0,R,Drama,10000000.0,28-Feb-03,,,Based on Book/Short Story,Spider,,1641788.0,1641788.0
Science Fiction,Andy Wachowski,Warner Bros.,6.3,32672.0,PG,Action,120000000.0,9-May-08,38.0,,Based on TV,Speed Racer,14217924.0,43945766.0,93394462.0
Fantasy,Mark Waters,Paramount Pictures,6.8,18715.0,PG,Adventure,92500000.0,14-Feb-08,79.0,,Based on Book/Short Story,The Spiderwick Chronicles,27525903.0,71195053.0,162839667.0
,,,3.7,1205.0,R,,1000000.0,31-Aug-01,,,,Speedway Junky,,17127.0,17127.0
Contemporary Fiction,Jan De Bont,20th Century Fox,3.4,30896.0,PG-13,Action,110000000.0,13-Jun-97,,125.0,Original Screenplay,Speed II: Cruise Control,,48097081.0,150468000.0
Science Fiction,Barry Levinson,Warner Bros.,5.6,31461.0,PG-13,Horror,73000000.0,13-Feb-98,12.0,132.0,Based on Book/Short Story,Sphere,,37068294.0,50168294.0
Contemporary Fiction,,Sony Pictures,2.9,18010.0,PG,Comedy,25000000.0,23-Jan-98,,92.0,Musical Group Movie,Spiceworld,,29342592.0,56042592.0
Super Hero,Sam Raimi,Sony Pictures,7.7,141940.0,PG-13,Adventure,200000000.0,30-Jun-04,93.0,127.0,Based on Comic/Graphic Novel,Spider-Man 2,4196484.0,373524485.0,783705001.0
Super Hero,Sam Raimi,Sony Pictures,6.4,141513.0,PG-13,Adventure,258000000.0,4-May-07,63.0,139.0,Based on Comic/Graphic Novel,Spider-Man 3,124058348.0,336530303.0,890871626.0
Super Hero,Sam Raimi,Sony Pictures,7.4,167524.0,PG-13,Adventure,139000000.0,3-May-02,89.0,121.0,Based on Comic/Graphic Novel,Spider-Man,,403706375.0,821708551.0
Contemporary Fiction,Edgar Wright,Universal,8.1,17461.0,PG-13,Comedy,85000000.0,13-Aug-10,81.0,112.0,Based on Comic/Graphic Novel,Scott Pilgrim vs. The World,,31167395.0,43149143.0
Kids Fiction,,Warner Bros.,4.9,3673.0,PG,Comedy,16000000.0,2-Mar-01,24.0,97.0,Original Screenplay,See Spot Run,,33357476.0,43057552.0
Super Hero,Bryan Singer,Warner Bros.,6.6,102751.0,PG-13,Adventure,232000000.0,28-Jun-06,76.0,157.0,Based on Comic/Graphic Novel,Superman Returns,81580739.0,200120000.0,391120000.0
Science Fiction,Francis Ford Coppola,MGM,6.8,127.0,PG-13,Action,60000000.0,14-Jan-00,10.0,,Original Screenplay,Supernova,,14218868.0,14218868.0
Fantasy,Hayao Miyazaki,Walt Disney Pictures,,,PG,Adventure,19000000.0,20-Sep-02,,,Original Screenplay,Spirited Away,,10049886.0,274949886.0
,,,6.6,16011.0,R,,4500000.0,14-Mar-03,,,,Spun,,410241.0,1022649.0
Contemporary Fiction,Tony Scott,Universal,6.9,44850.0,R,Action,90000000.0,21-Nov-01,65.0,126.0,Original Screenplay,Spy Game,,62362560.0,143049560.0
Kids Fiction,Robert Rodriguez,Miramax/Dimension,,,PG,Adventure,38000000.0,7-Aug-02,75.0,100.0,Original Screenplay,Spy Kids 2: The Island of Lost Dreams,,85846296.0,119721296.0
Kids Fiction,Robert Rodriguez,Miramax/Dimension,4.1,12352.0,PG,Adventure,40000000.0,25-Jul-03,,84.0,Original Screenplay,Spy Kids 3-D: Game Over,,111760631.0,167851995.0
Kids Fiction,Robert Rodriguez,Miramax/Dimension,5.7,23479.0,PG,Adventure,35000000.0,30-Mar-01,93.0,88.0,Original Screenplay,Spy Kids,,112692062.0,197692062.0
Contemporary Fiction,,Apparition,6.8,1303.0,R,Thriller/Suspense,1900000.0,9-Apr-10,,,Original Screenplay,The Square,,406216.0,406216.0
Dramatization,Noah Baumbach,IDP/Goldwyn/Roadside,7.6,23521.0,R,Drama,1500000.0,5-Oct-05,93.0,,Based on Real Life Events,The Squid and the Whale,,7372734.0,11098131.0
Contemporary Fiction,Peter Chelsom,Miramax,6.6,32014.0,PG-13,Romantic Comedy,28000000.0,5-Oct-01,58.0,91.0,Original Screenplay,Serendipity,,50255310.0,75294136.0
Historical Fiction,,Samuel Goldwyn Films,7.5,3492.0,PG-13,Comedy,5200000.0,5-Aug-05,,,Original Screenplay,Saint Ralph,,795126.0,795126.0
,Stephen Chow,Miramax,,,PG-13,Comedy,10000000.0,2-Apr-04,91.0,,Original Screenplay,Shaolin Soccer,,488872.0,42776032.0
Contemporary Fiction,,Paramount Pictures,6.0,103.0,PG-13,Comedy,14000000.0,8-Oct-99,33.0,82.0,Based on TV,Superstar,,30628981.0,30628981.0
Contemporary Fiction,,Artisan,3.6,5116.0,PG-13,Horror,14000000.0,7-Sep-01,4.0,,Original Screenplay,Soul Survivors,,3100650.0,4288246.0
