Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
FEDEX EXPRESS,A-300,MEMPHIS INTL,0,0,0,None,7/11/01 0:00,Tennessee,180.0,Descent,Night,Small,Unknown bird - small
UNITED AIRLINES,A-320,DENVER INTL AIRPORT,0,0,0,None,7/12/01 0:00,Colorado,,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-757-200,MINETA SAN JOSE INTL,0,0,0,None,7/12/01 0:00,California,125.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737-800,PORTLAND INTL (OR),0,0,0,None,7/12/01 0:00,Oregon,,Landing Roll,Day,Small,Unknown bird - small
UNITED AIRLINES,B-727-200,WASHINGTON DULLES INTL ARPT,0,0,0,None,7/12/01 0:00,DC,100.0,Take-off run,Dusk,Small,American kestrel
UPS AIRLINES,B-757-200,LOUISVILLE INTL ARPT,0,0,0,None,7/13/01 0:00,Kentucky,130.0,Approach,Night,Large,Unknown bird - large
HORIZON AIR,FOKKER F28 MK 4000,SACRAMENTO INTL,0,0,0,None,7/13/01 0:00,California,,Approach,Day,Medium,Unknown bird - medium
DELTA AIR LINES,MD-88,KANSAS CITY INTL,0,0,0,None,7/13/01 0:00,Missouri,120.0,Landing Roll,Day,Medium,Mallard
UNITED AIRLINES,B-727-200,LAGUARDIA NY,0,0,0,None,7/13/01 0:00,New York,,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,A-319,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/14/01 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737,LAGUARDIA NY,0,0,0,None,7/14/01 0:00,New York,,Take-off run,Dusk,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,EMB-145,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/14/01 0:00,Texas,145.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,MINETA SAN JOSE INTL,0,0,0,None,7/14/01 0:00,California,,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,B-767-400,LOS ANGELES INTL,0,0,0,Medium,7/16/01 0:00,California,,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,LAGUARDIA NY,0,0,0,None,7/16/01 0:00,New York,130.0,Approach,Day,Medium,Unknown bird - medium
MESABA AIRLINES,SAAB-340,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,7/16/01 0:00,Michigan,115.0,Approach,Dawn,Small,Unknown bird - small
HORIZON AIR,FOKKER F28 MK 4000,PORTLAND INTL (OR),0,0,0,None,7/16/01 0:00,Oregon,,Approach,Dawn,Small,Unknown bird - small
US AIRWAYS*,A-320,LAGUARDIA NY,0,0,0,None,7/16/01 0:00,New York,130.0,Approach,Day,Small,Unknown bird - small
ALOHA AIRLINES,B-737,LIHUE ARPT,0,0,0,None,7/16/01 0:00,Hawaii,150.0,Climb,Day,Small,Unknown bird - small
US AIRWAYS*,FOKKER F100,GREATER PITTSBURGH,0,0,0,None,7/16/01 0:00,Pennsylvania,,Approach,Dusk,Small,Unknown bird - small
US AIRWAYS*,B-737-400,FORT LAUDERDALE/HOLLYWOOD INTL,0,0,0,None,7/17/01 0:00,Florida,170.0,Approach,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,7/17/01 0:00,Hawaii,130.0,Approach,Dawn,Small,Western meadowlark
US AIRWAYS*,B-737-400,NEW ORLEANS INTL,0,0,0,Minor,7/17/01 0:00,Louisiana,145.0,Approach,Day,Small,European starling
US AIRWAYS*,A-320,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,7/17/01 0:00,North Carolina,140.0,Approach,Day,Small,Mourning dove
US AIRWAYS*,A-319,GREATER PITTSBURGH,0,0,0,None,7/17/01 0:00,Pennsylvania,,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-757-200,LAGUARDIA NY,0,0,0,None,7/17/01 0:00,New York,160.0,Climb,Day,Small,Unknown bird - small
HORIZON AIR,FOKKER F28 MK 4000,PORTLAND INTL (OR),0,0,0,None,7/17/01 0:00,Oregon,,Landing Roll,Day,Small,American kestrel
SOUTHWEST AIRLINES,B-737-700,BALTIMORE WASH INTL,0,0,0,None,7/17/01 0:00,Maryland,150.0,Take-off run,Day,Small,Unknown bird - small
PSA AIRLINES,DORNIER 328,GREATER PITTSBURGH,0,0,0,None,7/18/01 0:00,Pennsylvania,,Descent,Dawn,Small,Unknown bird - small
FEDEX EXPRESS,B-727-200,METRO OAKLAND INTL,0,0,0,None,7/18/01 0:00,California,170.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-777-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/19/01 0:00,Texas,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,ATR-72,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/19/01 0:00,Texas,112.0,Take-off run,Day,Medium,Unknown bird - medium
HORIZON AIR,FOKKER F28 MK 4000,PORTLAND INTL (OR),0,0,0,None,7/19/01 0:00,Oregon,,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-767-200,LOS ANGELES INTL,0,0,0,None,7/19/01 0:00,California,140.0,Climb,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-200,BALTIMORE WASH INTL,0,0,0,None,7/19/01 0:00,Maryland,135.0,Take-off run,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-88,SAN ANTONIO INTL,0,0,0,None,7/19/01 0:00,Texas,140.0,Approach,Night,Small,Unknown bird - small
FEDEX EXPRESS,B-727-200,SAN ANTONIO INTL,0,0,0,None,7/19/01 0:00,Texas,200.0,Climb,Night,Small,Unknown bird - small
UPS AIRLINES,B-757-200,LOUISVILLE INTL ARPT,0,0,0,None,7/20/01 0:00,Kentucky,180.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SEATTLE-TACOMA INTL,0,0,0,None,7/20/01 0:00,Washington,,Climb,Day,Small,Unknown bird - small
HORIZON AIR,FOKKER F28 MK 4000,PORTLAND INTL (OR),0,0,0,None,7/21/01 0:00,Oregon,,Landing Roll,Day,Medium,Red-tailed hawk
UNITED AIRLINES,B-737-300,DENVER INTL AIRPORT,0,0,0,None,7/21/01 0:00,Colorado,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,7/22/01 0:00,Texas,80.0,Landing Roll,Day,Medium,Red-tailed hawk
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/22/01 0:00,Texas,90.0,Landing Roll,Dawn,Small,Meadowlarks
AMERICAN EAGLE AIRLINES,ATR-72,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/22/01 0:00,Texas,240.0,Descent,Day,Small,Unknown bird - small
SKYWEST AIRLINES,EMB-120,PORTLAND INTL (OR),0,0,0,None,7/23/01 0:00,Oregon,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/01 0:00,Texas,130.0,Approach,Day,Medium,Unknown bird - medium
US AIRWAYS*,A-319,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/01 0:00,Texas,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/01 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767-300,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/23/01 0:00,Illinois,250.0,Climb,Night,Medium,Unknown bird - medium
BUSINESS,BE-1900,INDIANAPOLIS INTL,0,0,0,None,7/23/01 0:00,Indiana,,Landing Roll,Dawn,Small,Mourning dove
BUSINESS,BE-1900,INDIANAPOLIS INTL,0,0,0,None,7/23/01 0:00,Indiana,,Take-off run,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/01 0:00,Texas,135.0,Approach,Day,Small,Rock pigeon
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/23/01 0:00,Texas,,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DENVER INTL AIRPORT,0,0,0,None,7/23/01 0:00,Colorado,,Take-off run,Day,Small,Unknown bird - small
MILITARY,VC-137,WILL ROGERS WORLD ARPT,0,0,0,None,7/24/01 0:00,Oklahoma,,Climb,Day,Medium,Unknown bird or bat
EXECUTIVE JET AVIATION,C-560,PORT COLUMBUS INTL,0,0,0,None,7/24/01 0:00,Ohio,80.0,Take-off run,Dawn,Small,Mourning dove
US AIRWAYS*,B-737-400,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,7/24/01 0:00,North Carolina,,Approach,Day,Small,Unknown bird - small
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/24/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
AMERICA WEST AIRLINES,A-320,PORT COLUMBUS INTL,0,0,0,None,7/24/01 0:00,Ohio,,Landing Roll,Dusk,Small,Mourning dove
AMERICAN AIRLINES,B-757-200,SAN ANTONIO INTL,0,0,0,None,7/24/01 0:00,Texas,170.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/24/01 0:00,Texas,250.0,Climb,Night,Small,Unknown bird - small
US AIRWAYS*,FOKKER F100,GREATER PITTSBURGH,0,0,0,None,7/24/01 0:00,Pennsylvania,80.0,Landing Roll,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,7/25/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
UNKNOWN,DORNIER 328,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,7/25/01 0:00,Kentucky,120.0,Approach,Day,Small,European starling
UNITED AIRLINES,A-320,DENVER INTL AIRPORT,0,0,0,None,7/26/01 0:00,Colorado,,Climb,Night,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,CL-RJ100/200,WASHINGTON DULLES INTL ARPT,0,0,0,None,7/26/01 0:00,DC,146.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,FOKKER F100,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,7/26/01 0:00,North Carolina,160.0,Approach,Day,Small,Unknown bird - small
FEDEX EXPRESS,A-300,MEMPHIS INTL,0,0,0,None,7/26/01 0:00,Tennessee,150.0,Approach,Day,Small,Unknown bird - small
HAWAIIAN AIR,B-717-200,HONOLULU INTL ARPT,0,0,0,None,7/26/01 0:00,Hawaii,80.0,Landing Roll,Day,Small,Unknown bird - small
DELTA AIR LINES,B-757-200,KANSAS CITY INTL,0,0,0,None,7/26/01 0:00,Missouri,120.0,Landing Roll,Day,Small,Cliff swallow
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/26/01 0:00,Texas,60.0,Landing Roll,Day,Small,Rock pigeon
BUSINESS,ROBINSON R22,METRO OAKLAND INTL,0,0,0,None,7/27/01 0:00,California,62.0,Approach,Day,Small,Rock pigeon
US AIRWAYS*,B-737-300,NEW ORLEANS INTL,0,0,0,None,7/27/01 0:00,Louisiana,,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,B-727-200,KANSAS CITY INTL,0,0,0,None,7/27/01 0:00,Missouri,140.0,Approach,Day,Small,Unknown bird - small
ATLANTIC COAST AIRLINES,CL-RJ100/200,LOUISVILLE INTL ARPT,0,0,0,None,7/27/01 0:00,Kentucky,200.0,Climb,Day,Small,Unknown bird - small
BUSINESS,BA-31 JETSTR,LAMBERT-ST LOUIS INTL,0,0,0,None,7/27/01 0:00,Missouri,70.0,Landing Roll,Day,Small,American kestrel
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/27/01 0:00,Texas,100.0,Landing Roll,Day,Small,Rock pigeon
US AIRWAYS*,A-320,LAGUARDIA NY,0,0,0,None,7/27/01 0:00,New York,140.0,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,Minor,7/28/01 0:00,Pennsylvania,,Approach,Dusk,Large,Canada goose
AMERICAN AIRLINES,B-757-200,MINETA SAN JOSE INTL,0,0,0,Medium,7/28/01 0:00,California,210.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,EMB-145,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/28/01 0:00,Illinois,130.0,Approach,Day,Small,Unknown bird - small
NORTHWEST AIRLINES,B-757-200,PORTLAND INTL (OR),0,0,0,None,7/28/01 0:00,Oregon,,Take-off run,Day,Small,Mourning dove
UNITED AIRLINES,B-737-500,PORT COLUMBUS INTL,0,0,0,None,7/29/01 0:00,Ohio,,Take-off run,Day,Medium,Unknown bird - medium
UPS AIRLINES,A-300,LOUISVILLE INTL ARPT,0,0,0,None,7/29/01 0:00,Kentucky,110.0,Approach,Day,Small,Killdeer
AMERICAN AIRLINES,MD-80,SAN ANTONIO INTL,0,0,0,None,7/29/01 0:00,Texas,170.0,Climb,Day,Small,Unknown bird - small
UNKNOWN,B-737,CHICAGO O'HARE INTL ARPT,0,0,0,None,7/29/01 0:00,Illinois,160.0,Take-off run,Day,Small,Barn swallow
US AIRWAYS*,B-737-300,INDIANAPOLIS INTL,0,0,0,None,7/29/01 0:00,Indiana,,Climb,Dusk,Small,European starling
TRANS WORLD AIRLINES,MD-80,LAMBERT-ST LOUIS INTL,0,0,0,None,7/30/01 0:00,Missouri,130.0,Approach,Dawn,Small,European starling
AMERICAN EAGLE AIRLINES,EMB-135,CLEVELAND-HOPKINS INTL ARPT,0,0,0,Minor,7/30/01 0:00,Ohio,,Take-off run,Day,Small,Barn swallow
CHAUTAUQUA AIRLINES,EMB-145,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,7/30/01 0:00,Kentucky,130.0,Approach,Day,Small,European starling
NORTHWEST AIRLINES,B-727,DENVER INTL AIRPORT,0,0,0,None,7/30/01 0:00,Colorado,,Landing Roll,Day,Small,Cliff swallow
EXECUTIVE JET AVIATION,C-560,PORT COLUMBUS INTL,0,0,0,None,7/30/01 0:00,Ohio,,Landing Roll,Day,Small,American kestrel
UNITED AIRLINES,A-320,SACRAMENTO INTL,0,0,0,None,7/30/01 0:00,California,,Take-off run,Day,Small,Unknown bird - small
CHAUTAUQUA AIRLINES,EMB-145,PORT COLUMBUS INTL,0,0,0,None,7/30/01 0:00,Ohio,,Take-off run,Day,Small,Rock pigeon
ATLANTIC COAST AIRLINES,BA-41 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,None,7/30/01 0:00,DC,,Landing Roll,Dusk,Small,Unknown bird - small
UPS AIRLINES,DC-8-70,LOUISVILLE INTL ARPT,0,0,0,None,7/30/01 0:00,Kentucky,180.0,Approach,Night,Small,Unknown bird - small
DELTA AIR LINES,B-727-200,SALT LAKE CITY INTL,0,0,0,None,7/30/01 0:00,Utah,,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-737-500,WASHINGTON DULLES INTL ARPT,0,559688,559688,Substantial,7/31/01 0:00,DC,135.0,Approach,Dusk,Large,Canada goose
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,7/31/01 0:00,Texas,140.0,Approach,Day,Medium,Unknown bird - medium
UPS AIRLINES,B-727,LOUISVILLE INTL ARPT,0,0,0,Minor,7/31/01 0:00,Kentucky,250.0,Descent,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-727,DENVER INTL AIRPORT,0,0,0,None,7/31/01 0:00,Colorado,,Take-off run,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,MD-83,MINETA SAN JOSE INTL,0,0,0,None,7/31/01 0:00,California,150.0,Climb,Day,Small,Unknown bird - small
PSA AIRLINES,DORNIER 328,GREATER PITTSBURGH,0,0,0,None,7/31/01 0:00,Pennsylvania,,Descent,Day,Small,Unknown bird - small
UNITED AIRLINES,A-319,DENVER INTL AIRPORT,0,0,0,None,7/31/01 0:00,Colorado,,Landing Roll,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,DC-9-30,WASHINGTON DULLES INTL ARPT,0,0,0,None,7/31/01 0:00,DC,125.0,Approach,Night,Small,Unknown bird - small
HORIZON AIR,DHC8 DASH 8,PORTLAND INTL (OR),0,0,0,None,8/2/01 0:00,Oregon,,Landing Roll,Day,Large,Great blue heron
TRANS WORLD AIRLINES,B-717-200,LAMBERT-ST LOUIS INTL,0,0,0,None,8/2/01 0:00,Missouri,,Climb,Dawn,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,B-757-200,LAMBERT-ST LOUIS INTL,2864,103061,105925,Substantial,8/2/01 0:00,Missouri,,Approach,Day,Medium,Unknown bird - medium
CHAUTAUQUA AIRLINES,EMB-145,LAMBERT-ST LOUIS INTL,0,0,0,None,8/2/01 0:00,Missouri,120.0,Approach,Day,Small,Mourning dove
UPS AIRLINES,A-300,NEWARK LIBERTY INTL ARPT,0,0,0,None,8/2/01 0:00,New Jersey,100.0,Landing Roll,Day,Small,European starling
EXECUTIVE JET AVIATION,DA-2000,PORT COLUMBUS INTL,0,0,0,None,8/2/01 0:00,Ohio,,Landing Roll,Day,Small,American kestrel
UNITED AIRLINES,B-727-200,INDIANAPOLIS INTL,0,0,0,None,8/2/01 0:00,Indiana,,Take-off run,Day,Small,Mourning dove
BUSINESS,GULFAERO III,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/2/01 0:00,North Carolina,,Approach,Dusk,Small,Unknown bird - small
BUSINESS,C-560,TETERBORO AIRPORT,0,0,0,None,8/2/01 0:00,New Jersey,,Landing Roll,Dusk,Small,Rock pigeon
FEDEX EXPRESS,B-727-200,MEMPHIS INTL,0,0,0,None,8/2/01 0:00,Tennessee,,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737,AUSTIN-BERGSTROM INTL,0,0,0,None,8/3/01 0:00,Texas,,Climb,Day,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,CL-RJ100/200,INDIANAPOLIS INTL,0,0,0,None,8/3/01 0:00,Indiana,100.0,Take-off run,Day,Medium,Unknown bird - medium
ABX AIR,DC-8-63,ORLANDO INTL,0,0,0,Substantial,8/3/01 0:00,Florida,160.0,Climb,Night,Medium,Unknown bird - medium
US AIRWAYS*,A-320,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/3/01 0:00,North Carolina,,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/3/01 0:00,North Carolina,150.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-83,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/3/01 0:00,Texas,129.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-88,ATLANTA INTL,0,0,0,None,8/3/01 0:00,Georgia,135.0,Approach,Night,Small,Unknown bird - small
TRANS WORLD AIRLINES,MD-82,LAMBERT-ST LOUIS INTL,0,0,0,None,8/4/01 0:00,Missouri,110.0,Take-off run,Day,Small,American kestrel
DELTA AIR LINES,B-727,NASHVILLE INTL,0,0,0,None,8/4/01 0:00,Tennessee,,Take-off run,Day,Small,Unknown bird - small
FEDEX EXPRESS,A-300,KANSAS CITY INTL,0,0,0,None,8/4/01 0:00,Missouri,130.0,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,8/5/01 0:00,Pennsylvania,,Landing Roll,Dusk,Medium,Unknown bird - medium
DELTA AIR LINES,B-737-200,ORLANDO INTL,0,0,0,Substantial,8/5/01 0:00,Florida,170.0,Climb,Day,Small,Mourning dove
FEDEX EXPRESS,DC-10,MEMPHIS INTL,0,0,0,None,8/5/01 0:00,Tennessee,250.0,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,SALT LAKE CITY INTL,0,0,0,None,8/5/01 0:00,Utah,155.0,Climb,Night,Small,Unknown bird - small
UNITED AIRLINES,B-767-200,JOHN F KENNEDY INTL,0,0,0,None,8/6/01 0:00,New York,,Take-off run,Day,Small,Barn swallow
AMERICAN AIRLINES,MD-83,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/7/01 0:00,Illinois,180.0,Approach,Day,Medium,Unknown bird - medium
MESABA AIRLINES,SAAB-340,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,8/7/01 0:00,Minnesota,100.0,Take-off run,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,PORTLAND INTL (OR),0,0,0,None,8/7/01 0:00,Oregon,,Landing Roll,Day,Small,American kestrel
US AIRWAYS*,A-320,GREATER PITTSBURGH,0,0,0,None,8/7/01 0:00,Pennsylvania,100.0,Landing Roll,Day,Small,Unknown bird - small
TRANS WORLD AIRLINES,MD-83,LAMBERT-ST LOUIS INTL,0,0,0,None,8/7/01 0:00,Missouri,150.0,Take-off run,Day,Small,American kestrel
PRIVATELY OWNED,PA-28,ATLANTIC CITY INTL,0,0,0,Minor,8/8/01 0:00,New Jersey,100.0,Approach,Day,Large,Canada goose
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/8/01 0:00,Texas,210.0,Descent,Day,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,None,8/8/01 0:00,California,,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,8/8/01 0:00,Texas,,Landing Roll,Day,Small,Rock pigeon
EXPRESSJET (CONTINENTAL EXPRS),ATR-42,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,8/8/01 0:00,Michigan,125.0,Climb,Day,Small,Unknown bird - small
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/8/01 0:00,Louisiana,130.0,Take-off run,Day,Small,Barn swallow
FRONTIER AIRLINES,B-737-300,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/8/01 0:00,Texas,230.0,Approach,Dusk,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,ORLANDO INTL,0,0,0,None,8/8/01 0:00,Florida,110.0,Landing Roll,Dusk,Small,Unknown bird - small
FEDEX EXPRESS,B-727-200,INDIANAPOLIS INTL,0,0,0,None,8/8/01 0:00,Indiana,,Approach,Night,Small,Unknown bird - small
AMERICA WEST AIRLINES,B-757-200,PHOENIX SKY HARBOR,0,0,0,None,8/9/01 0:00,Arizona,,Approach,Day,Large,Unknown bird - large
US AIRWAYS*,B-737-400,PHILADELPHIA INTL,0,0,0,Minor,8/9/01 0:00,Pennsylvania,240.0,Climb,Day,Medium,Unknown bird - medium
TRANS WORLD AIRLINES,B-757-200,LAMBERT-ST LOUIS INTL,0,0,0,None,8/9/01 0:00,Missouri,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,A-320,BALTIMORE WASH INTL,0,0,0,None,8/9/01 0:00,Maryland,220.0,Climb,Dawn,Small,Unknown bird - small
MILITARY,T-38A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/9/01 0:00,Louisiana,240.0,Climb,Day,Small,American robin
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,8/10/01 0:00,Texas,130.0,Approach,Day,Small,Rock pigeon
AIR CANADA,BA-146-200,DENVER INTL AIRPORT,0,0,0,None,8/10/01 0:00,Colorado,140.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,LAGUARDIA NY,0,0,0,None,8/11/01 0:00,New York,165.0,Climb,Dawn,Small,Unknown bird - small
BUSINESS,LEARJET-35,TETERBORO AIRPORT,0,0,0,None,8/11/01 0:00,New Jersey,,Take-off run,Day,Small,Rock pigeon
UNITED AIRLINES,B-737-500,SACRAMENTO INTL,0,0,0,None,8/12/01 0:00,California,,Approach,Day,Medium,Unknown bird - medium
PIEDMONT AIRLINES,DHC8 DASH 8,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/12/01 0:00,North Carolina,95.0,Approach,Dusk,Medium,Unknown bird - medium
DELTA AIR LINES,B-727,LOUISVILLE INTL ARPT,0,0,0,None,8/12/01 0:00,Kentucky,100.0,Take-off run,Dawn,Small,Eastern meadowlark
SOUTHWEST AIRLINES,B-737-700,KANSAS CITY INTL,0,0,0,None,8/12/01 0:00,Missouri,140.0,Approach,Day,Small,Western meadowlark
US AIRWAYS*,B-737-300,GREATER PITTSBURGH,0,0,0,None,8/12/01 0:00,Pennsylvania,130.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-80,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/12/01 0:00,Kentucky,,Take-off run,Day,Small,Eastern meadowlark
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/13/01 0:00,Louisiana,140.0,Approach,Day,Medium,Unknown bird or bat
US AIRWAYS*,B-737-400,PHILADELPHIA INTL,0,0,0,None,8/13/01 0:00,Pennsylvania,140.0,Landing Roll,Day,Medium,Ring-billed gull
DELTA AIR LINES,B-737,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/13/01 0:00,Kentucky,210.0,Approach,Day,Small,Unknown bird - small
MESA AIRLINES,CL-RJ100/200,BALTIMORE WASH INTL,0,0,0,None,8/13/01 0:00,Maryland,138.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,MD-80,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/13/01 0:00,Kentucky,,Take-off run,Day,Small,Eastern meadowlark
DELTA AIR LINES,MD-88,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,8/13/01 0:00,Kentucky,130.0,Take-off run,Day,Small,Mourning dove
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/13/01 0:00,Louisiana,150.0,Take-off run,Day,Small,Mourning dove
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/13/01 0:00,Texas,,Take-off run,Day,Small,Rock pigeon
EXECUTIVE JET AVIATION,BA-125-800,WASHINGTON DULLES INTL ARPT,0,0,0,Substantial,8/14/01 0:00,DC,150.0,Climb,Dawn,Medium,Unknown bird - medium
BUSINESS,B-727-200,AUSTIN-BERGSTROM INTL,0,0,0,None,8/14/01 0:00,Texas,250.0,Descent,Day,Medium,Unknown bird - medium
BUSINESS,CL-RJ100/200,PHOENIX SKY HARBOR,0,0,0,None,8/14/01 0:00,Arizona,,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/14/01 0:00,Texas,120.0,Approach,Day,Small,European starling
AMERICAN AIRLINES,FOKKER F100,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,8/14/01 0:00,Texas,250.0,Climb,Day,Small,Unknown bird - small
